companyId,Name,Sector,Industry
SUDEEPPHRM,Sudeep Pharma Ltd,Pharmaceuticals,Pharmaceuticals Bulk Drugs & Formulation
SUKHJITS,Sukhjit Starch & Chemicals Ltd,FMCG,Agricultural Processing - Maize
SULA,Sula Vineyards Ltd,Alcoholic Beverages,Alcoholic Beverages
SUMEETINDS,Sumeet Industries Ltd,Textiles,Textiles - Manmade Fibre - PFY/PSF
SUMICHEM,Sumitomo Chemical India Ltd,Agro Chemicals,Pesticides/Agrochemicals
SUMMITSEC,Summit Securities Ltd,Finance,Finance - Capital Markets - Brokers
SUNCLAY,Sundaram Clayton Ltd,"Castings, Forgings & Fastners","Castings, Forgings & Fastners"
SUNDARMFIN,Sundaram Finance Ltd,Finance,Finance & Investments - CV Finance
SUNDRMFAST,Sundram Fasteners Ltd,Auto Ancillaries,Auto Ancillaries - Engine Parts
SUNDROP,Sundrop Brands Ltd,FMCG,FMCG - Foods
SUNFLAG,Sunflag Iron & Steel Company Ltd,Steel,Steel Products
SUNLITE,Sunlite Recycling Industries Ltd,Non Ferrous Metals,Metal - Copper/Copper Alloy Products
SPARC,Sun Pharma Advanced Research Company Ltd,Pharmaceuticals,Pharma - Others
SUNPHARMA,Sun Pharmaceutical Industries Ltd,Pharmaceuticals,Pharma - Formulators
SUNRAKSHAK,Sunrakshakk Industries India Ltd,Textiles,Textiles - Processing/Texturising
SUNSHIEL,Sunshield Chemicals Ltd,Chemicals,Speciality Chemicals
SUNTECK,Sunteck Realty Ltd,Realty,Realty - Construction & Contracting
SUNTV,Sun TV Network Ltd,Entertainment,Entertainment & Media
SUPRAJIT,Suprajit Engineering Ltd,Auto Ancillaries,Auto Ancillaries - Diversified
SUPREMEIND,Supreme Industries Ltd,Plastic products,Building Materials - Plastic Pipes
SUPREMEINF,Supreme Infrastructure India Ltd,Infrastructure Developers & Operators,Engineering - Turnkey Services
SPLPETRO,Supreme Petrochem Ltd,Petrochemicals,Petrochem - Polymers
SUPREMEPWR,Supreme Power Equipment Ltd,Capital Goods - Electrical Equipment,Capital Goods - Transformers
SUPRIYA,Supriya Lifescience Ltd,Pharmaceuticals,Pharma - API & CRAMS
SURAJEST,Suraj Estate Developers Ltd,Realty,Realty - Construction & Contracting
SURAKSHA,Suraksha Diagnostic Ltd,Healthcare,Diagnostics
SURYAROSNI,Surya Roshni Ltd,Capital Goods-Non Electrical Equipment,Steel - Tubes/Pipes
SURYODAY,Suryoday Small Finance Bank Ltd,Banks,Banks - Small Finance
SEITINVIT,Sustainable Energy Infra Trust,Infrastructure Investment Trusts,Infrastructure Investment Trusts
SUTLEJTEX,Sutlej Textiles and Industries Ltd,Textiles,Textiles - Spinning
SUVEN,Suven Life Sciences Ltd,Healthcare,Pharma - Formulators
SUYOG,Suyog Telematics Ltd,Telecom Equipment & Infra Services,Telecom Services
SUZLON,Suzlon Energy Ltd,Capital Goods - Electrical Equipment,Capital Goods - Engineering Heavy
SWANCORP,Swan Corp Ltd,Textiles,Diversified
SWANDEF,Swan Defence and Heavy Industries Ltd,Ship Building,Ship - Docks/Breaking/Repairs
SWARAJENG,Swaraj Engines Ltd,Capital Goods-Non Electrical Equipment,Engines
SWARAJ,Swaraj Suiting Ltd,Textiles,Textiles - Spinning
SWELECTES,Swelect Energy Systems Ltd,Capital Goods - Electrical Equipment,Capital Goods - Electric General
SWIGGY,Swiggy Ltd,E-Commerce/App based Aggregator,E-Commerce - Platform - Food
SYMPHONY,Symphony Ltd,Consumer Durables,Consumer Electronics
SGIL,Synergy Green Industries Ltd,"Castings, Forgings & Fastners","Castings, Forgings & Fastners"
SYNGENE,Syngene International Ltd,Healthcare,Pharma - API & CRAMS
SYRMA,Syrma SGS Technology Ltd,Electronics,Consumer Electronics - EMS
SYSTMTXC,Systematix Corporate Services Ltd,Finance,Finance & Investments - Others
TAALTECH,TAAL Tech Ltd,Air Transport Service,Air Transport Service
TAC,TAC Infosec Ltd,IT - Software,IT - Software
TAJGVK,TajGVK Hotels & Resorts Ltd,Hotels & Restaurants,Hotels
TALBROAUTO,Talbros Automotive Components Ltd,Auto Ancillaries,Auto Ancillaries - Axle shafts
TMB,Tamilnad Mercantile Bank Ltd,Banks,Banks - Private
TNPL,Tamil Nadu Newsprint & Papers Ltd,Paper,Paper
TNPETRO,Tamil Nadu Petro Products Ltd,Petrochemicals,Petrochem - Others
TANDHANIN,Tandhan Industries Ltd,Miscellaneous,Miscellaneous
TANAA,Taneja Aerospace & Aviation Ltd,Aerospace & Defence,Aviation
TANFACIND,Tanfac Industries Ltd,Chemicals,Chemicals - Inorganic
TANKUP,Tankup Engineers Ltd,Capital Goods-Non Electrical Equipment,Engineering - Light - General
TANLA,Tanla Platforms Ltd,IT - Software,IT - Software
TARC,TARC Ltd,Realty,Realty - Regional
TARSONS,Tarsons Products Ltd,Healthcare,Medical Equipment
TASTYBITE,Tasty Bite Eatables Ltd,FMCG,FMCG - Contract Mfg
TATACAP,Tata Capital Ltd,Finance,Finance - AMC
TATACHEM,Tata Chemicals Ltd,Chemicals,Chemicals - Inorganic - Caustic Soda/Soda Ash
TATACOMM,Tata Communications Ltd,Telecom-Service,Telecom Services
TCS,Tata Consultancy Services Ltd,IT - Software,IT - Software
TATACONSUM,Tata Consumer Products Ltd,Plantation & Plantation Products,FMCG - Foods
TATAELXSI,Tata Elxsi Ltd,IT - Software,IT - ER&D
TATAINVEST,Tata Investment Corporation Ltd,Finance,Finance - Holding Company
TMCV,Tata Motors Ltd,Automobile,Auto & Auto Ancl - CV
TMPV,Tata Motors Passenger Vehicles Ltd,Automobile,Auto - 4 Wheelers
TATAPOWER,Tata Power Company Ltd,Power Generation & Distribution,Power - Generation/Distribution
TATASTEEL,Tata Steel Ltd,Steel,Steel
TATATECH,Tata Technologies Ltd,IT - Software,IT - ER&D
TTML,Tata Teleservices (Maharashtra) Ltd,Telecom-Service,Telecom Services
TATVA,Tatva Chintan Pharma Chem Ltd,Chemicals,Speciality Chemicals
TBOTEK,TBO Tek Ltd,E-Commerce/App based Aggregator,E-Commerce - Platform - Utility
TCC,TCC Concept Ltd,Realty,Miscellaneous
TCIEXP,TCI Express Ltd,Logistics,Logistics - Warehousing/Supply Chain
TCPLPACK,TCPL Packaging Ltd,Packaging,Packaging - FMCG/Consumers
TDPOWERSYS,TD Power Systems Ltd,Capital Goods - Electrical Equipment,Capital Goods - Gensets/Turbines
TEAMLEASE,Team Lease Services Ltd,Miscellaneous,Services - Others
TECHM,Tech Mahindra Ltd,IT - Software,IT - Software
TIIL,Technocraft Industries (India) Ltd,Steel,Scaffolding
TECHNOE,Techno Electric & Engineering Company Ltd,Infrastructure Developers & Operators,Data Centre
TECHNVISN,TechNVision Ventures Ltd,IT - Software,IT - Software
TEGA,Tega Industries Ltd,Capital Goods-Non Electrical Equipment,Capital Goods - Mining Equipement
TEJASCARGO,Tejas Cargo India Ltd,Logistics,Logistics
TEJASNET,Tejas Networks Ltd,Telecom Equipment & Infra Services,Telecom Services
TEMBO,Tembo Global Industries Ltd,Retail,Trading
TENNIND,Tenneco Clean Air India Ltd,Auto Ancillaries,Auto Ancillaries - Others
TERASOFT,Tera Software Ltd,IT - Software,IT - Software
TEXINFRA,Texmaco Infrastructure & Holdings Ltd,Realty,Diversified
TEXRAIL,Texmaco Rail & Engineering Ltd,Capital Goods-Non Electrical Equipment,Railways
TGVSL,TGV Sraac Ltd,Chemicals,Chemicals - Inorganic - Caustic Soda/Soda Ash
THANGAMAYL,Thangamayil Jewellery Ltd,"Diamond, Gems and Jewellery","Diamond, Gems & Jewellery"
ANUP,The Anup Engineering Ltd,Engineering,Capital Goods - Engineering Heavy
BBTC,The Bombay Burmah Trading Corporation Ltd,Auto Ancillaries,FMCG - Foods
HITECHGEAR,The Hi-Tech Gears Ltd,Auto Ancillaries,Auto Ancillaries - Gears
THEINVEST,The Investment Trust of India Ltd,Finance,Finance & Investments - Others
THEJO,Thejo Engineering Ltd,Engineering,Capital Goods - Others
THEMISMED,Themis Medicare Ltd,Pharmaceuticals,Pharma - API
RAMCOCEM,The Ramco Cements Ltd,Cement,Cement
THERMAX,Thermax Ltd,Capital Goods - Electrical Equipment,Capital Goods - Engineering General
TIRUMALCHM,Thirumalai Chemicals Ltd,Chemicals,Speciality Chemicals
THOMASCOOK,Thomas Cook (India) Ltd,Miscellaneous,E-Commerce - Platform - Travel
THYROCARE,Thyrocare Technologies Ltd,Healthcare,Diagnostics
TI,Tilaknagar Industries Ltd,Alcoholic Beverages,Alcoholic Beverages
TIL,TIL Ltd,Capital Goods-Non Electrical Equipment,Capital Goods - EPC/Cranes
TIMETECHNO,Time Technoplast Ltd,Plastic products,Cylinder
TIMEX,Timex Group India Ltd,Consumer Durables,Watches
TIMKEN,Timken India Ltd,Bearings,Bearings
TINNARUBR,Tinna Rubber & Infrastructure Ltd,Plantation & Plantation Products,Rubber Processing/Rubber Products
TIPSMUSIC,Tips Music Ltd,Entertainment,Music Licensing
TIRUPATIFL,Tirupati Forge Ltd,"Castings, Forgings & Fastners","Castings, Forgings & Fastners"
TITAGARH,Titagarh Rail Systems Ltd,Capital Goods-Non Electrical Equipment,Railways
TITANBIO,Titan Biotech Ltd,Pharmaceuticals,Pesticides/Agrochemicals
TITAN,Titan Company Ltd,"Diamond, Gems and Jewellery","Diamond, Gems & Jewellery"
TORNTPHARM,Torrent Pharmaceuticals Ltd,Pharmaceuticals,Pharma - Formulators
TORNTPOWER,Torrent Power Ltd,Power Generation & Distribution,Power - Generation/Distribution
TFCILTD,Tourism Finance Corporation of India Ltd,Finance,Finance - PSU Lending
TPLPLASTEH,TPL Plastech Ltd,Packaging,Plastics - Plastic Containers
TARIL,Transformers & Rectifiers India Ltd,Capital Goods - Electrical Equipment,Capital Goods - Transformers
TREL,TransIndia Real Estate Ltd,Logistics,Logistics
TRANSPEK,Transpek Industry Ltd,Chemicals,Speciality Chemicals
TCI,Transport Corporation of India Ltd,Logistics,Logistics
TRANSRAILL,Transrail Lighting Ltd,Infrastructure Developers & Operators,EPC
TRAVELFOOD,Travel Food Services Ltd,Quick Service Restaurant,Hotels
TRENT,Trent Ltd,Retail,Textiles - Readymade Apparel
TBZ,Tribhovandas Bhimji Zaveri Ltd,"Diamond, Gems and Jewellery","Diamond, Gems & Jewellery"
TRIDENT,Trident Ltd,Textiles,Textiles - Home Textile
TRITONV,Triton Valves Ltd,Auto Ancillaries,Auto Ancillaries - Engine Parts
TRIVENI,Triveni Engineering and Industries Ltd,Sugar,Sugar
TRITURBINE,Triveni Turbine Ltd,Capital Goods - Electrical Equipment,Capital Goods - Gensets/Turbines
TRUALT,TruAlt Bioenergy Ltd,Miscellaneous,Miscellaneous
TRUEGREEN,True Green Bio Energy Ltd,Textiles,Textiles - Manmade Fibre - PFY/PSF
TSFINV,Tsf Investments Ltd,Finance,Finance & Investments - CV Finance
TTKHLTCARE,TTK Healthcare Ltd,Diversified,Pharma - Others
TTKPRESTIG,TTK Prestige Ltd,Consumer Durables,Domestic Appliances
TIINDIA,Tube Investments of India Ltd,Capital Goods-Non Electrical Equipment,Diversified
TURTLEMINT,Turtlemint Fintech Solutions Ltd,IT - Software,IT - Software
TUTIALKA,Tuticorin Alkali Chemicals & Fertilizers Ltd,Chemicals,Chemicals - Inorganic - Caustic Soda/Soda Ash
TVSELECT,TVS Electronics Ltd,IT - Hardware,Computer - Hardware
TVSHLTD,TVS Holdings Ltd,Finance,Finance - Holding Company
TVSINVIT,TVS Infrastructure Trust,Infrastructure Investment Trusts,Infra/Real Estate Investment Trust
TVSMOTOR,TVS Motor Company Ltd,Automobile,Auto - 2 & 3 Wheelers
TVSSRICHAK,TVS Srichakra Ltd,Tyres,Tyres & Tubes
TVSSCS,TVS Supply Chain Solutions Ltd,Logistics,Logistics - Warehousing/Supply Chain
TVTODAY,TV Today Network Ltd,Media - Print/Television/Radio,Entertainment & Media
UCOBANK,UCO Bank,Banks,Banks - PSU
UDAYJEW,Uday Jewellery Industries Ltd,"Diamond, Gems and Jewellery","Diamond, Gems & Jewellery"
UFLEX,Uflex Ltd,Packaging,Packaging - BOPP
UGROCAP,Ugro Capital Ltd,Finance,Finance & Investments - MSME Lending
UEL,Ujaas Energy Ltd,Power Generation & Distribution,Capital Goods - Transformers
UJJIVANSFB,Ujjivan Small Finance Bank Ltd,Banks,Banks - Small Finance
ULTRAMAR,Ultramarine & Pigments Ltd,Chemicals,Dyes & Pigments
ULTRACEMCO,UltraTech Cement Ltd,Cement,Cement
UNIABEXAL,Uni Abex Alloy Products Ltd,"Castings, Forgings & Fastners","Castings, Forgings & Fastners"
UNICHEMLAB,Unichem Laboratories Ltd,Pharmaceuticals,Pharma - Others
UNIECOM,Unicommerce eSolutions Ltd,IT - Software,IT - Software
UNIFIED,Unified Data- Tech Solutions Ltd,IT - Software,IT - Software
UNIHEALTH,Unihealth Hospitals Ltd,Healthcare,Hospitals/Medical Services
UNIMECH,Unimech Aerospace and Manufacturing Ltd,Aerospace & Defence,Engineering - Heavy - General
UNIONBANK,Union Bank of India,Banks,Banks - PSU
UNIPARTS,Uniparts India Ltd,Engineering,"Castings, Forgings & Fastners"
UNIENTER,Uniphos Enterprises Ltd,Trading,Trading
UBL,United Breweries Ltd,Alcoholic Beverages,Alcoholic Beverages
UFBL,United Foodbrands Ltd,Quick Service Restaurant,Quick Service Restaurant - QSR
UNITEDPOLY,United Polyfab Gujarat Ltd,Textiles,Textiles - Others
UNITDSPR,United Spirits Ltd,Alcoholic Beverages,Alcoholic Beverages
UNIVCABLES,Universal Cables Ltd,Cables,Cables - Power
UNOMINDA,Uno Minda Ltd,Auto Ancillaries,Auto Ancillaries - Head lamps lights
UDS,Updater Services Ltd,Miscellaneous,Facility Management
UPHOT,U P Hotels Ltd,Hotels & Restaurants,Hotels
UPL,UPL Ltd,Agro Chemicals,Pesticides/Agrochemicals
URBANCO,Urban Company Ltd,E-Commerce/App based Aggregator,E-Commerce - Platform - Utility
USHAMART,Usha Martin Ltd,Steel,Steel - Wires
UTIAMC,UTI Asset Management Company Ltd,Finance,Finance - AMC
UTSSAV,Utssav CZ Gold Jewels Ltd,"Diamond, Gems and Jewellery","Diamond, Gems & Jewellery"
UTTAMSUGAR,Uttam Sugar Mills Ltd,Sugar,Sugar
V2RETAIL,V2 Retail Ltd,Retail,Textiles - Readymade Apparel
VADILENT,Vadilal Enterprises Ltd,FMCG,FMCG - Dairy Products
VADILALIND,Vadilal Industries Ltd,FMCG,FMCG - Dairy Products
VAIBHAVGBL,Vaibhav Global Ltd,"Diamond, Gems and Jewellery","Diamond, Gems & Jewellery"
VALIANT,Valiant Communications Ltd,Telecom Equipment & Infra Services,Telecom Services
VALIANTORG,Valiant Organics Ltd,Chemicals,Chemicals - Organic
DBREALTY,Valor Estate Ltd,Realty,Realty - Construction & Contracting
VHL,Vardhman Holdings Ltd,Finance,Finance - Holding Company
VSSL,Vardhman Special Steels Ltd,Steel,Steel Products
VTL,Vardhman Textiles Ltd,Textiles,Textiles - Spinning
VARROC,Varroc Engineering Ltd,Auto Ancillaries,Auto Ancillaries - Diversified
VBL,Varun Beverages Ltd,FMCG,FMCG - Contract Mfg
DENTALKART,Vasa Denticity Ltd,E-Commerce/App based Aggregator,Medical Equipment
VASCONEQ,Vascon Engineers Ltd,Construction,Construction & Contracting
POOJAENT,Vashu Bhagnani Industries Ltd,Entertainment,Entertainment & Media
WABAG,Va Tech Wabag Ltd,Infrastructure Developers & Operators,Water Treatment
VAML,Vedanta Aluminium Metal Ltd,Non Ferrous Metals,Aluminium
VISL,Vedanta Iron & Steel Ltd,Steel,Steel
VEDL,Vedanta Ltd,Non Ferrous Metals,Mining/Minerals
VOGL,Vedanta Oil and Gas Ltd,Crude Oil & Natural Gas,Oil Exploration/Allied Services
VEDPOWER,Vedanta Power Ltd,Power Generation & Distribution,Power Generation & Supply
MANYAVAR,Vedant Fashions Ltd,Readymade Garments/ Apparells,Textiles - Readymade Apparel
VEEDOL,Veedol Corporation Ltd,Chemicals,Lubricants
VEEFIN,Veefin Solutions Ltd,IT - Software,IT - Software
VELJAN,Veljan Denison Ltd,Capital Goods-Non Electrical Equipment,Compressors
VENKEYS,Venkys (India) Ltd,FMCG,FMCG - Animal/Polutry
VENTIVE,Ventive Hospitality Ltd,Hotels & Restaurants,Hotels
VENUSPIPES,Venus Pipes & Tubes Ltd,Steel,Steel - Tubes/Pipes
VENUSREM,Venus Remedies Ltd,Pharmaceuticals,Pharmaceuticals - I V Fluids
VERANDA,Veranda Learning Solutions Ltd,Education,Computer Education
VERTIS,Vertis Infrastructure Trust,Infrastructure Investment Trusts,Infra/Real Estate Investment Trust
VESUVIUS,Vesuvius India Ltd,Refractories,Refractories
VGUARD,V-Guard Industries Ltd,Capital Goods - Electrical Equipment,Capital Goods - Electric General
VHLTD,Viceroy Hotels Ltd,Hotels & Restaurants,Hotels
VIDHIING,Vidhi Specialty Food Ingredients Ltd,Chemicals,Dyes & Pigments
VIDYAWIRES,Vidya Wires Ltd,Capital Goods - Electrical Equipment,Electric Equipment - General
VIJAYA,Vijaya Diagnostic Centre Ltd,Healthcare,Diagnostics
VIKRAMSOLR,Vikram Solar Ltd,Capital Goods - Electrical Equipment,Capital Goods - Solar
VIKRAMTH,Vikram Thermo (India) Ltd,Chemicals,Speciality Chemicals
VIKRAN,Vikran Engineering Ltd,Infrastructure Developers & Operators,Transmission Line Towers/Equipment
VILAS,Vilas Transcore Ltd,Steel,Capital Goods - Transformers
VIMTALABS,Vimta Labs Ltd,Healthcare,Diagnostics
VINATIORGA,Vinati Organics Ltd,Chemicals,Speciality Chemicals
VINDHYATEL,Vindhya Telelinks Ltd,Infrastructure Developers & Operators,Cables - Telecom
VINSYS,Vinsys IT Services India Ltd,Computer Education,Computer Education
VINCOFE,Vintage Coffee & Beverages Ltd,Retail,FMCG - Coffee
VINYAS,Vinyas Innovative Technologies Ltd,Electronics,Aerospace & Defence - Equipments
VIPIND,V I P Industries Ltd,Plastic products,Travel Bags
VIRAT,Virat Industries Ltd,Textiles,Textiles - Socks
VOEPL,Virtuoso Optoelectronics Ltd,Consumer Durables,Consumer Electronics - EMS
VISACHROME,VISA Chrome Ltd,Ferro Alloys,Ferro Alloys
VISAKAIND,Visaka Industries Ltd,Cement - Products,Cement Products
VISHAL,Vishal Fabrics Ltd,Textiles,Textiles - Processing/Texturising
VMM,Vishal Mega Mart Ltd,Retail,Textiles - Readymade Apparel
VISHNU,Vishnu Chemicals Ltd,Chemicals,Speciality Chemicals
VIESL,Vision Infra Equipment Solutions Ltd,Trading,Trading
VIVIANA,Viviana Power Tech Ltd,Infrastructure Developers & Operators,EPC
VIVIDEL,Vivid Electromech Ltd,Capital Goods - Electrical Equipment,Electric Equipment - General
VIYASH,Viyash Scientific Ltd,Pharmaceuticals,Pharma - Animal
VLSFINANCE,VLS Finance Ltd,Finance,Finance & Investments - Others
VMARCIND,V-Marc India Ltd,Cables,Cables - Power
VMART,V-Mart Retail Ltd,Retail,Textiles - Readymade Apparel
VOITHPAPR,Voith Paper Fabrics India Ltd,Textiles,Textiles - General
VOLTAMP,Voltamp Transformers Ltd,Capital Goods - Electrical Equipment,Capital Goods - Transformers
VOLTAS,Voltas Ltd,Consumer Durables,Consumer Electronics
VRLLOG,VRL Logistics Ltd,Logistics,Logistics - Warehousing/Supply Chain
VSTIND,VST Industries Ltd,Tobacco Products,Cigarettes & Tobacco Products
VSTTILLERS,VST Tillers Tractors Ltd,Automobile,Auto - Tractors
VTMLTD,VTM Ltd,Textiles,Textiles - General
WAAREEENER,Waaree Energies Ltd,Capital Goods - Electrical Equipment,Capital Goods - Solar
WAAREERTL,Waaree Renewable Technologies Ltd,Power Infrastructure,Solar EPC
WAKEFIT,Wakefit Innovations Ltd,Textiles,Mattress
WALCHANNAG,Walchandnagar Industries Ltd,Capital Goods-Non Electrical Equipment,Capital Goods - Engineering Heavy
WANBURY,Wanbury Ltd,Pharmaceuticals,Pharma - API
WEALTH,Wealth First Portfolio Managers Ltd,Stock/ Commodity Brokers,Finance - Capital Markets
WEBELSOLAR,Websol Energy System Ltd,Capital Goods - Electrical Equipment,Capital Goods - Solar
WELCORP,Welspun Corp Ltd,Capital Goods-Non Electrical Equipment,DI Pipes/Saw Pipes
WELENT,Welspun Enterprises Ltd,Infrastructure Developers & Operators,Water Treatment
WELINV,Welspun Investments & Commercials Ltd,Finance,Finance - Investment/Others
WELSPUNLIV,Welspun Living Ltd,Textiles,Textiles - Home Textile
WELSPLSOL,Welspun Specialty Solutions Ltd,Steel,Steel - Tubes/Pipes
WENDT,Wendt India Ltd,Capital Goods-Non Electrical Equipment,Abrasives & Grinding Wheels
WSTCSTPAPR,West Coast Paper Mills Ltd,Paper,Paper
WCIL,Western Carriers (India) Ltd,Logistics,Logistics
WESTLIFE,Westlife Foodworld Ltd,Quick Service Restaurant,Quick Service Restaurant - QSR
WEWORK,Wework India Management Ltd,Co-Working,Realty - CoWorking
WHEELS,Wheels India Ltd,Auto Ancillaries,Auto Ancillaries - Wheels
WHIRLPOOL,Whirlpool of India Ltd,Consumer Durables,Consumer Electronics
WINDLAS,Windlas Biotech Ltd,Pharmaceuticals,Pharma - API & CRAMS
WINDMACHIN,Windsor Machines Ltd,Capital Goods-Non Electrical Equipment,Capital Goods - Engineering Heavy
WIPRO,Wipro Ltd,IT - Software,IT - Software
WOCKPHARMA,Wockhardt Ltd,Pharmaceuticals,Pharma - Formulators
WEL,Wonder Electricals Ltd,Consumer Durables,Consumer Electronics
WONDERLA,Wonderla Holidays Ltd,Entertainment,Amusement Parks
WPIL,WPIL Ltd,Infrastructure Developers & Operators,Pumps
WSI,W S Industries (India) Ltd,Infrastructure Developers & Operators,General - Electric Equipement
XCHANGING,Xchanging Solutions Ltd,IT - Software,IT - Software
XPROINDIA,XPRO India Ltd,Packaging,Packaging - Films
YSL,Yamuna Syndicate Ltd,Retail,Retail - Departmental Stores
YASHHV,Yash Highvoltage Ltd,Capital Goods - Electrical Equipment,Electric Equipment - General
YASHO,Yasho Industries Ltd,Chemicals,Speciality Chemicals
YATHARTH,Yatharth Hospital & Trauma Care Services Ltd,Healthcare,Hospitals
YATRA,Yatra Online Ltd,E-Commerce/App based Aggregator,E-Commerce - Platform - Travel
YESBANK,Yes Bank Ltd,Banks,Banks - Private
YOGI,Yogi Ltd,Trading,Trading
YUKEN,Yuken India Ltd,Capital Goods-Non Electrical Equipment,Hydraulics
ZAGGLE,Zaggle Prepaid Ocean Services Ltd,IT - Software,IT Product Companies
ZEEL,Zee Entertainment Enterprises Ltd,Entertainment,Entertainment & Media
ZELIO,Zelio E-Mobility Ltd,Automobile,Automobiles - Scooters & 3 - Wheelers
ZENSARTECH,Zensar Technologies Ltd,IT - Software,IT - Software
ZENTEC,Zen Technologies Ltd,Aerospace & Defence,Aerospace & Defence - Equipments
ZFCVINDIA,ZF Commercial Vehicle Control System India Ltd,Auto Ancillaries,Auto Ancillaries - Diversified
ZFSTEERING,Z F Steering Gear (India) Ltd,Auto Ancillaries,Auto Ancillaries - Gears
ZIMLAB,Zim Laboratories Ltd,Pharmaceuticals,Pharma - Formulators
ZOTA,Zota Health Care Ltd,Pharmaceuticals,Pharmacy Distribution
ZTECH,Z-Tech (India) Ltd,Entertainment,Amusement Parks
ZUARI,Zuari Agro Chemicals Ltd,Fertilizers,Fertilisers
ZUARIIND,Zuari Industries Ltd,Sugar,Sugar
ZYDUSLIFE,Zydus Lifesciences Ltd,Pharmaceuticals,Pharma - Formulators
ZYDUSWELL,Zydus Wellness Ltd,FMCG,FMCG - Personal Care
